id_taxi_companies,name,rating
702,Lorain,3.92
703,Lucienne,3.45
704,Merell,4.94
705,Belanger,1.25
706,Mata,2.46
707,Zamora,2.29
708,Yorick,3.28
709,Travax,4.89
710,Christal,2.12
711,Milde,3.1
712,Zuzana,2.07
713,Allys,4.97
714,Catie,1.46
715,Lacombe,4.64
716,Germann,4
717,Nadia,4.99
718,Schlosser,2.65
719,Kimmie,3.03
720,Selway,2.26
721,Loeb,1.4
722,Lalitta,1.09
723,Mallon,2.97
724,Chabot,1.63
725,Shaddock,2.99
726,Lail,1.68
727,Daegal,1.29
728,Pelagias,4.48
729,Longfellow,3.22
730,Rillings,1.98
731,Lauraine,2.68
732,Freddi,4.51
733,Tryck,3.96
734,Billye,4.1
735,Lasley,3.74
736,Prober,3.39
737,Sammons,4.47
738,Malvino,1.6
739,Darbie,4.8
740,Ciro,4.24
741,Colleen,1.07
742,Giule,1.31
743,Gwenore,3.88
744,Sigfrid,1.98
745,Justinn,2.5
746,Deegan,1.17
747,Brotherson,2.66
748,Buffum,3.98
749,Federica,3.22
750,Stanwood,4.84
751,Poppy,1.11
752,Gahl,4.33
753,Talia,4.43
754,Gale,4.49
755,Regan,3
756,Ventre,1.09
757,Dorine,3.49
758,Thomasina,2.83
759,Elisha,2.55
760,Kravits,2.46
761,Roarke,3.58
762,Lamoree,4.55
763,Kirbee,4.66
764,Poppy,4.42
765,Lanita,2.24
766,Melan,4.4
767,Brady,1.79
768,Phi,4.92
769,Wildermuth,3.92
770,Hanleigh,1.08
771,Ardeha,4.74
772,Kendrick,4.6
773,Bury,1.17
774,Fitzsimmons,4.98
775,Sacken,3.65
776,Mehalek,4.16
777,Sophronia,4.07
778,Rolf,4.02
779,Vorster,1.26
780,Belldas,4.66
781,Buffum,1.63
782,Alejoa,2.95
783,Eldrid,1.31
784,Japeth,3.99
785,Ummersen,1.89
786,Vorster,2.51
787,Thunell,3.57
788,Adlare,3.6
789,Kesley,2.76
790,Colyer,4.44
791,Koziara,4.46
792,Henebry,1.62
793,Malina,4.68
794,Carleen,2.08
795,Silvan,2.76
796,Louanna,1.72
797,Roumell,4.41
798,Merna,2.94
799,Salchunas,2.74
800,Rudolph,1.82
801,Ogren,1.81
802,Zina,4.8
803,Randene,2.99
804,Demitria,2.27
805,Bultman,4.57
806,Skurnik,2.98
807,Yorick,4.32
808,Swigart,1.79
809,Fink,2.13
810,Ailyn,2.15
811,Eno,4.82
812,Weitman,4.23
813,Estella,3.04
814,Firmin,1.17
815,Alwin,1.66
816,Anton,4.01
817,Thar,2.54
818,Zrike,4.29
819,Lilas,1.25
820,Libna,3.45
821,Schlosser,3.82
822,Sigfrid,2.03
823,Brenn,3.74
824,Serilda,1.25
825,Wattenberg,1.03
826,Juliet,4.02
827,Celestine,1.04
828,Gordon,1.58
829,Barney,2.28
830,Naor,4.61
831,Schalles,1.85
832,Montgomery,3.68
833,Hanleigh,1.08
834,Lalitta,4.55
835,Madaih,4.44
836,Carlson,2.38
837,Etom,1.71
838,Erlandson,2.34
839,Jehu,3.28
840,Regan,4.86
841,Lea,3.68
842,Gualtiero,1.38
843,Friede,2.85
844,Lunsford,2.11
845,Teryn,3.6
846,Alisia,2.59
847,Solitta,3.79
848,Behre,4.23
849,Andrel,2.46
850,Chandler,3
851,Madox,2.01
852,Hull,4.3
853,Jena,3.12
854,Bartlett,2.87
855,Gillan,2.41
856,Bobbee,3.6
857,Sherrie,4.52
858,Barney,3.78
859,Izaak,3.34
860,Tamar,1.66
861,Olympium,2.86
862,Bohlin,3.18
863,Donell,1.01
864,Artie,2.64
865,Eliathas,4.31
866,Cristi,4.2
867,Edvard,1.74
868,Adalbert,4.42
869,Jalbert,3.44
870,Thar,3.39
871,Pozzy,1.69
872,Evangelia,3.45
873,Kaja,1.25
874,Fredi,4.61
875,Bebe,4.44
876,Stacy,4.69
877,Richers,2.48
878,Gino,3.36
879,Tyson,3.61
880,Grimbly,2.33
881,Firmin,1.84
882,Winthorpe,2
883,Melan,1.12
884,Imelida,4.36
885,Curren,3.34
886,Nisbet,4.87
887,Elisha,3.53
888,Ariella,4.04
889,Papageno,2.56
890,Joli,4.42
891,Afton,2.04
892,Burch,2.42
893,Fairweather,4.69
894,Ardeha,1.84
895,Arathorn,2.63
896,Marijo,1.62
897,Atonsah,3.61
898,Sallyann,4.77
899,Eiser,4.96
900,Roscoe,1.08
901,Barney,1.34
902,Odysseus,1.17
903,Dominy,4.15
904,Manolo,2.2
905,Jeanne,1.4
906,Sundin,3.52
907,Weinreb,4.96
908,Tiffa,4.15
909,Magdalen,1.81
910,Alva,4.51
911,Corilla,4.76
912,Liebermann,2.64
913,Toni,3.1
914,Merna,3.21
915,Karylin,4.4
916,Odysseus,4.54
917,Adalbert,4.48
918,Bobbee,1.72
919,Reneta,3.11
920,Noelyn,3.12
921,Sallyann,3.18
922,Odysseus,3.37
923,Wallis,3.21
924,Anastatius,1.9
925,Jethro,4.79
926,Keily,3.12
927,Grobe,4.01
928,Danby,4.3
929,Annice,2.94
930,Alexandr,3.15
931,Longfellow,4.4
932,Morrill,3.76
933,Clywd,3.98
934,Thema,2.61
935,Teddman,3.11
936,Anselmi,2.67
937,Olympium,1.46
938,Dahlia,2.38
939,Fredi,2.05
940,Lattie,2.8
941,Susannah,4.72
942,Romelda,1.1
943,Letsou,2.23
944,Eckblad,4.51
945,Henebry,1.06
946,Vernier,3.6
947,Yusuk,4.53
948,Simmonds,5
949,McAdams,3.11
950,Creamer,2.77
951,Ellerey,2.14
952,Desai,3.06
953,Nickola,3.84
954,Rese,1.65
955,Greenwald,3.87
956,Infield,2.64
957,Abbot,3.19
958,Bultman,1.85
959,Ranjiv,2.18
960,MacIntosh,2.02
961,Kathie,4.35
962,Jammal,4.42
963,Atcliffe,3.72
964,Gino,3.31
965,Ailyn,3.93
966,Chapland,1.39
967,Gherardo,3.56
968,Amadas,3.75
969,Fennessy,1.98
970,McClimans,2.83
971,Gerge,3.41
972,Bettine,1.56
973,Zuzana,2.44
974,Pernick,3.36
975,Esmaria,1.43
976,Sheng,3.94
977,Saree,1.19
978,Kolnick,1.11
979,Lemuela,3.22
980,Ax,1.17
981,Bettine,3.59
982,Stilwell,2.41
983,Masao,2.34
984,Roarke,2.04
985,Marcellus,1.89
986,Donell,4.36
987,Silvan,2.73
988,Dielu,2.77
989,Rillings,2.45
990,Raama,3.75
991,Erlandson,1.22
992,Jena,4.74
993,Markman,1.74
994,Fink,3.98
995,Han,1.27
996,Abbot,4.22
997,Kermit,3.27
998,Clara,4.67
999,Denis,4.14
1000,Sandye,3.11
1001,Daniele,4.53
1002,Nunci,3.25
1003,Shaver,2.81
1004,Bow,2.05
1005,Minetta,3.4
1006,Lewes,2.22
1007,Oneida,2.89
1008,Diogenes,3.29
1009,Toni,1.78
1010,Bandeen,1.52
1011,Fairweather,2.16
1012,Arley,4.81
1013,Ralfston,2.86
1014,Henebry,1.04
1015,Heisel,4.13
1016,Regan,4.52
1017,Iphlgenia,1.22
1018,Amand,4.3
1019,Thunell,3.54
1020,Naashom,1.93
1021,Adalbert,4.01
1022,Aida,3.42
1023,Corrine,4.4
1024,Sparhawk,4.51
1025,Vary,4.01
1026,Rillings,4.74
1027,Vacuva,3.73
1028,Travax,1.32
1029,Tillford,4.57
1030,Dudley,2.58
1031,Loeb,1.68
1032,Kristi,3.19
1033,Fredi,4.66
1034,Meter,4.19
1035,Reinke,4.5
1036,Keily,3.52
1037,Buffum,2
1038,Colp,3.36
1039,Milson,1.99
1040,Elo,3.65
1041,Pacorro,4.66
1042,Johanna,2.76
1043,Kussell,4.44
1044,Argus,3.16
1045,Cadmar,1.63
1046,Katrine,3.85
1047,Florina,4.76
1048,Wareing,2.96
1049,Jacobah,1.77
1050,Tice,4.08
1051,Mott,3.67
1052,Chabot,4.48
1053,Hazlett,3.44
1054,Schlosser,4.04
1055,Diann,4.77
1056,Anselmi,2.7
1057,Dudley,3.35
1058,Marijo,1.45
1059,Cordi,2.58
1060,Kronfeld,1.56
1061,Gaynor,4.14
1062,Vins,4.08
1063,Adalbert,1.79
1064,Hilbert,3.82
1065,Miru,4.11
1066,Wilkinson,4.35
1067,Madelene,4.95
1068,Scammon,1.42
1069,Fillbert,2.35
1070,Edvard,3.93
1071,Isacco,3.75
1072,Mintz,3.45
1073,Bivins,3.69
1074,Plato,4.47
1075,Artie,2.64
1076,Estella,3.5
1077,Barrus,3.64
1078,Jacobah,3.13
1079,Holtz,3.37
1080,Sisile,1.14
1081,Briney,2.08
1082,Berne,1.35
1083,Dorine,4.33
1084,Oscar,4.73
1085,Persse,4.92
1086,Ventre,2.85
1087,Ferino,2.49
1088,Bivins,3.92
1089,Fadiman,1.22
1090,Odell,2.66
1091,Payson,2.04
1092,Gillan,4.17
1093,Gusella,2.58
1094,Tippets,3.77
1095,Wooster,3.53
1096,Melleta,2.01
1097,Jethro,3.58
1098,Hilbert,2.94
1099,Boehike,4.28
1100,Brunell,1.51
1101,Peg,1.31
1102,Morehouse,3.31
1103,Wesle,3.46
1104,Lasley,3.77
1105,Linskey,2.32
1106,Honoria,2.5
1107,Henrie,2.32
1108,Nahum,4.94
1109,Belldas,1.77
1110,Kenwood,1.7
1111,Toor,3.5
1112,Pattin,4.48
1113,Nisbet,3.74
1114,Rustice,4.74
1115,Jenness,1.74
1116,Milson,3.64
1117,Karylin,2.87
1118,Vilma,2.4
1119,Marden,2.5
1120,Vivle,2.25
1121,Vastah,3.77
1122,Zachary,1.87
1123,Arley,1.7
1124,Lail,2.1
1125,Raul,2.85
1126,Morgun,4.85
1127,Gaynor,4.88
1128,Virgin,3.03
1129,Pascia,1.23
1130,Eachern,1.63
1131,Danby,2.39
1132,Helve,2.17
1133,Helfand,4.98
1134,Garbe,1.28
1135,Kirbee,2.73
1136,Palocz,2.31
1137,Weaks,4.06
1138,Neva,2.64
1139,Johanna,2.49
1140,Raychel,3.02
1141,Jaylene,4.63
1142,Ammann,3.78
1143,Aprile,4.05
1144,Eugenia,1.58
1145,Corrine,4.07
1146,Sacken,3.34
1147,Karl,4.78
1148,Rebecka,1.65
1149,Newell,1.05
1150,Hanshaw,2.06
1151,Taam,2.41
1152,Bettine,3.86
1153,Magnolia,4.8
1154,Raseda,3.91
1155,Tippets,1.95
1156,Khorma,2.76
1157,Dash,3.44
1158,Francyne,1.93
1159,Luhe,1.63
1160,Ricarda,2.25
1161,Doig,4.86
1162,Kenney,1.51
1163,Terencio,2.26
1164,Glenden,2.87
1165,Syd,1.22
1166,Morehouse,3.54
1167,Septima,2.28
1168,Zitvaa,3.72
1169,Screens,4.79
1170,Colp,1.8
1171,Koziara,1.11
1172,Sisile,3.42
1173,Fax,1.72
1174,Erlandson,2.52
1175,Janith,4.22
1176,Raseda,3.19
1177,Germann,4.07
1178,Ailyn,2.49
1179,Bonucci,4.87
1180,Leler,4.07
1181,Ferrell,2.51
1182,Gualtiero,4.58
1183,Cristi,4.01
1184,Velick,2.4
1185,Blisse,3.91
1186,Peti,2.72
1187,Lunsford,1.72
1188,Kenney,4.72
1189,Mott,2.18
1190,Thomasina,3.54
1191,Justinn,3.56
1192,Madaih,4.52
1193,Craggie,2.01
1194,Kinnard,3.3
1195,Maurine,3.14
1196,Ashely,3.21
1197,Kiyoshi,4.09
1198,Buttaro,1.59
1199,Radu,1.35
1200,Luhe,1.59
1201,McAdams,2.9
1202,Bibi,1.27
1203,Chabot,4.84
1204,Dermott,4.88
1205,Stefa,4.91
1206,Lasley,2.46
1207,Harned,4.37
1208,Terencio,3.07
1209,Aldric,3.2
1210,Leopold,4.27
1211,Phyllis,2.95
1212,Jary,3.46
1213,Cherianne,4.77
1214,Kimmie,3.23
1215,Earlie,4.68
1216,Ranjiv,3.84
1217,Sekofski,2.45
1218,Lamoree,1.35
1219,Norrie,4.78
1220,Ezar,4.8
1221,Richers,4.53
1222,Hubert,2.64
1223,Rocray,2.12
1224,Ehrman,1.7
1225,Barbey,1.33
1226,Barney,4.3
1227,Brenn,3.61
1228,Harriman,3.67
1229,Magnolia,2.2
1230,Mayeda,1.46
1231,Rozanna,4.57
1232,Alejoa,4.28
1233,Torray,4.58
1234,Luhe,2.43
1235,Morehouse,2.37
1236,Kylander,4.49
1237,Gilmour,1.91
1238,Wittie,2.93
1239,Robertson,3.54
1240,Taam,3.31
1241,Amand,2.99
1242,Stelle,1.73
1243,Maurine,4.65
1244,Jammal,3.61
1245,Roche,3.72
1246,Penelopa,1.45
1247,Brady,1.85
1248,Ellerey,4.41
1249,Revkah,3.52
1250,Ashok,1.34
1251,Klemperer,3.78
1252,Pip,4.72
1253,Candy,4.54
1254,Dreda,2.9
1255,Ferrell,3.91
1256,Krystle,2.96
1257,Phaidra,1.28
1258,Dielu,1.27
1259,Tyson,3.41
1260,Aaberg,1.32
1261,Dahlia,4.04
1262,Jacqui,1.04
1263,Raffo,4.79
1264,Girardo,4.29
1265,Kare,1.51
1266,Lail,4.71
1267,Pearse,2.24
1268,Orpah,2.03
1269,Henrie,1.42
1270,Revkah,1.88
1271,Donell,1.78
1272,Darian,3.65
1273,Ethban,4.93
1274,Plato,2.85
1275,Clarissa,1.46
1276,Marcellus,1.1
1277,Elephus,1.78
1278,Susannah,2.62
1279,Freddi,4.32
1280,Hailee,2.01
1281,Halla,2.47
1282,Lymann,4.38
1283,Auberbach,4.89
1284,Pandolfi,2.12
1285,Merell,1.12
1286,Ledah,4.05
1287,Rozanna,2.02
1288,Lubin,2.26
1289,Cressida,1.76
1290,Swanhildas,3.23
1291,Jotham,1.32
1292,Docilla,1.32
1293,Fax,3.76
1294,Bultman,1.16
1295,Sammons,4.35
1296,Sheedy,2.82
1297,Poll,3.18
1298,Mullane,4.27
1299,Plato,1.31
1300,Valoniah,2.25
1301,Ventre,1.62
1302,Justinn,4.34
1303,Kevon,3.58
1304,Eiser,3.5
1305,Yoko,3.31
1306,Bluh,1.41
1307,Idelia,1.01
1308,Shama,2.14
1309,Corilla,4.24
1310,Wittie,2.96
1311,Buttaro,1.74
1312,Niles,2.34
1313,Quent,1.89
1314,Olnee,4.15
1315,Anyah,4.52
1316,Joseph,4.01
1317,Darbie,2.86
1318,McGrody,2.91
1319,Maisey,1.16
1320,Matthew,3.63
1321,Henebry,4.7
1322,Brittani,4.82
1323,Roumell,1.57
1324,Rona,1.26
1325,Anyah,1.41
1326,Hourigan,3.55
1327,Ehrman,1.48
1328,Seligman,3.03
1329,Ephrem,4.61
1330,Screens,2.05
1331,Valoniah,4.15
1332,Dituri,4.76
1333,Mitzi,1.88
