id_reviews,date_time,content,clients_id_clients,taxi_companies_id_taxi_companies
274,2015-11-24 12:11:45,Olympium,3729,2930
275,2014-12-01 07:12:15,Cadmar,7798,1741
276,2018-06-12 08:06:41,Salvidor,866,2020
277,2016-11-17 05:11:03,Manolo,796,6715
278,2019-11-14 02:11:37,Iphlgenia,4773,9722
279,2022-01-26 02:01:37,Gherardo,2141,6474
280,2019-04-30 05:04:56,Markman,4820,3180
281,2020-11-25 06:11:57,Verger,2193,6336
282,2015-10-16 09:10:41,Wareing,274,7875
283,2015-03-29 06:03:48,McClimans,2783,6291
284,2017-12-25 05:12:58,Saunderson,402,5580
285,2016-10-01 11:10:31,Gemini,2616,278
286,2022-03-06 04:03:06,Marcellus,3852,902
287,2019-05-15 12:05:37,Fiester,4796,4088
288,2020-04-09 11:04:11,Millda,1629,130
289,2019-06-03 03:06:09,Imelida,3327,1513
290,2016-01-20 10:01:31,Gerge,3199,8256
291,2020-08-08 08:08:19,Ehrman,7091,9102
292,2021-12-24 10:12:10,Capello,5464,5836
293,2017-05-03 01:05:14,Fitzsimmons,7133,6929
294,2012-06-18 07:06:38,Thar,2857,5680
295,2018-10-26 05:10:47,Edvard,9340,1437
296,2013-02-10 07:02:50,Rozanna,9412,3463
297,2016-08-18 04:08:24,Kaete,7389,5101
298,2013-06-20 05:06:41,Lissi,1691,854
299,2014-05-11 08:05:22,Rillings,8159,4517
300,2017-03-11 03:03:01,Blake,5545,8247
301,2017-08-19 04:08:12,Buckler,2431,769
302,2016-10-28 10:10:35,Levey,5947,1881
303,2018-04-30 06:04:37,Rhu,2751,7319
304,2020-11-04 10:11:49,Sasnett,5744,2746
305,2020-02-08 10:02:24,Ezar,5315,9797
306,2012-01-31 04:01:31,Eldrid,2024,5544
307,2018-06-14 11:06:25,Scammon,5480,4105
308,2016-06-21 10:06:00,Soneson,6207,5081
309,2021-03-19 04:03:10,Ferrell,4485,6358
310,2017-01-08 12:01:04,Seagraves,9343,1615
311,2017-04-14 04:04:21,Malvino,1445,3950
312,2018-03-29 03:03:27,Jotham,7943,5765
313,2021-12-04 02:12:07,Terencio,3213,9917
314,2020-01-29 02:01:07,Sophronia,6919,8304
315,2012-10-26 08:10:48,Hurley,4543,2164
316,2021-09-07 02:09:49,Hanleigh,9077,5213
317,2022-06-02 09:06:27,Gabrielli,4360,9260
318,2018-07-29 11:07:16,Cosenza,7419,1982
319,2020-03-24 05:03:13,Thad,3285,6233
320,2015-01-14 02:01:03,Raffo,3906,3012
321,2020-05-11 08:05:10,Tound,9976,6519
322,2021-02-14 10:02:13,Taam,2391,2245
323,2013-07-12 04:07:10,Forrer,3915,8189
324,2014-10-08 06:10:51,Faria,1490,7185
325,2017-12-21 06:12:56,Macey,6785,3276
326,2012-01-28 12:01:55,Stacy,7997,7122
327,2014-03-18 11:03:04,Creamer,565,3035
328,2012-04-08 05:04:53,Lory,1499,6465
329,2013-04-14 05:04:06,Chesna,9113,4428
330,2021-02-17 10:02:09,Fancie,1956,4575
331,2016-07-15 12:07:35,Voletta,9448,9185
332,2021-06-26 05:06:36,Merat,9355,6577
333,2017-12-23 04:12:02,Hortensia,6312,8752
334,2014-04-23 11:04:17,Carleen,9147,6870
335,2014-02-20 07:02:02,Hashim,8300,2226
336,2014-11-28 09:11:34,Kussell,9022,7315
337,2022-05-12 03:05:05,Johanna,2466,2831
338,2012-08-05 04:08:56,Goddard,9797,7898
339,2021-09-16 05:09:38,Rozanna,5095,4569
340,2020-11-11 04:11:34,Blisse,111,5250
341,2018-12-31 07:12:18,Sikorski,4721,2931
342,2021-11-21 03:11:09,Lia,8287,3210
343,2016-08-17 08:08:58,Euridice,4282,998
344,2012-03-06 03:03:59,Ferino,5133,8250
345,2019-02-01 10:02:10,Lemuela,1931,5662
346,2020-04-13 01:04:48,Barrus,8436,5308
347,2013-11-22 08:11:26,Parsaye,6752,9009
348,2021-04-24 06:04:14,Stefa,6459,5938
349,2014-12-03 03:12:17,Berne,5840,8297
350,2020-11-08 01:11:59,Hanshaw,8709,8937
351,2016-07-01 10:07:01,Drus,145,4458
352,2017-09-26 07:09:06,Odysseus,284,6948
353,2017-01-27 09:01:42,Cohdwell,9483,7266
354,2014-11-27 06:11:14,Leonard,5348,7770
355,2020-10-15 06:10:27,Jacqui,2853,481
356,2019-02-10 05:02:44,Johanna,9346,8288
357,2015-03-10 01:03:46,Jacqui,523,9692
358,2019-12-12 12:12:54,Zenas,1599,8950
359,2014-12-02 08:12:44,Bord,4993,3722
360,2012-04-01 08:04:26,Cosenza,3925,2139
361,2012-08-01 01:08:47,Tatianas,5663,4992
362,2015-05-03 03:05:26,Parette,6481,3201
363,2020-06-28 09:06:54,Dowski,3915,8487
364,2012-06-30 06:06:05,Couture,2893,2340
365,2016-11-09 05:11:14,Creamer,4668,8702
366,2014-04-13 01:04:31,Aloise,9184,1012
367,2020-09-12 09:09:58,Hieronymus,6135,6790
368,2022-03-30 06:03:41,Lalitta,8822,3693
369,2015-08-19 10:08:11,Noelyn,6797,6164
370,2021-09-03 12:09:36,Reinke,171,8083
371,2018-06-19 08:06:17,Heisel,2741,2546
372,2019-05-16 06:05:58,Greyson,881,1052
373,2019-03-05 02:03:01,Carolin,6025,1222
374,2018-03-10 02:03:32,Revkah,3384,4924
375,2020-04-13 12:04:01,Darrell,741,327
376,2015-09-14 09:09:10,Sabella,6604,6315
377,2018-10-23 11:10:00,Juan,6628,2897
378,2022-02-09 02:02:14,Christine,531,1717
379,2013-10-30 04:10:53,Junie,742,1425
380,2021-09-30 03:09:03,Claudine,1829,7013
381,2014-06-11 01:06:38,Penelopa,1820,2917
382,2014-07-30 11:07:46,Gerge,3892,3606
383,2021-05-10 06:05:49,Redmond,6724,5584
384,2020-12-19 06:12:28,Concha,5813,8457
385,2013-12-31 09:12:14,Wallis,894,5401
386,2022-06-05 10:06:38,Madaih,8758,7366
387,2019-03-25 01:03:49,Toffic,9022,6523
388,2020-09-11 11:09:44,Tillford,8012,8514
389,2012-08-24 04:08:41,Tillford,8122,2805
390,2016-08-01 11:08:44,Tristram,3441,3772
391,2017-04-13 12:04:48,Yoko,7608,7587
392,2020-11-23 12:11:29,Fax,3287,1170
393,2021-01-16 07:01:21,Jotham,2879,7513
394,2016-04-28 09:04:52,Mott,7639,7003
395,2013-11-16 10:11:48,Hortensia,2332,1097
396,2012-04-22 05:04:38,Kiyoshi,7933,5706
397,2013-03-04 04:03:10,Annice,530,2755
398,2020-06-28 01:06:59,Norrie,8853,2122
399,2012-06-12 12:06:59,Tarrant,6389,7855
400,2017-11-15 09:11:02,Gino,7908,3532
401,2019-05-28 11:05:22,Gabrielli,9741,152
402,2013-08-02 02:08:13,Denis,6826,2432
403,2013-02-07 03:02:46,Verger,4463,9188
404,2018-09-05 10:09:55,Devlen,7923,8603
405,2021-11-18 08:11:13,Toffic,4668,7880
406,2018-02-10 09:02:10,Ricki,5406,3802
407,2021-04-22 06:04:07,Ogren,4541,1676
408,2021-02-19 05:02:34,Zuzana,9984,7735
409,2014-07-18 12:07:21,Montgomery,4801,8493
410,2021-06-25 02:06:36,Hilbert,6767,7753
411,2017-05-21 04:05:48,Joli,2337,5360
412,2013-10-11 05:10:55,Izaak,459,10076
413,2013-07-13 08:07:07,Evangelia,6875,7857
414,2015-04-02 05:04:30,Adamsen,8269,8190
415,2016-05-02 11:05:38,Louanna,4540,7413
416,2015-02-12 02:02:36,Emerson,5983,9944
417,2018-01-29 01:01:03,Magnolia,7863,2981
418,2016-04-26 01:04:36,Wenda,4050,1470
419,2015-11-03 07:11:18,Cassius,207,3594
420,2021-05-04 01:05:32,Bertold,7682,3445
421,2017-10-24 04:10:38,Bobbee,3813,9096
422,2014-06-22 03:06:20,Papageno,3616,7439
423,2014-05-09 01:05:40,Muriel,7972,5182
424,2017-05-24 03:05:31,Alisia,7691,1821
425,2012-09-22 06:09:11,LaRue,7499,7191
426,2012-04-17 06:04:03,Chaing,2140,9010
427,2015-07-27 01:07:11,Torray,2846,9371
428,2015-10-23 09:10:57,Glenden,2463,5644
429,2022-04-27 02:04:49,Ciro,6326,5372
430,2020-10-10 02:10:37,Clarissa,8646,4303
431,2017-06-03 08:06:55,Percy,7920,1487
432,2013-12-24 09:12:46,Trey,3403,8871
433,2020-04-16 09:04:07,Crudden,7346,6405
434,2021-02-11 12:02:28,Suk,495,6292
435,2020-02-03 08:02:29,Kermit,5666,8179
436,2020-10-22 03:10:13,Eckblad,8639,9300
437,2012-07-10 10:07:15,Creamer,3358,7564
438,2018-02-19 04:02:37,Casimir,8679,6555
439,2020-11-19 02:11:14,Franza,8325,3565
440,2021-08-05 04:08:06,Serilda,3505,4401
441,2022-03-22 06:03:28,Alva,5376,5346
442,2020-02-09 02:02:01,Aida,9084,8200
443,2015-04-03 07:04:01,Guthrie,386,8487
444,2018-02-17 01:02:52,Bethany,9402,8282
445,2019-03-02 11:03:30,Travax,7690,9840
446,2016-10-18 09:10:49,Dermott,6948,1454
447,2018-09-25 06:09:00,Westphal,1949,5772
448,2020-06-12 12:06:07,Chauncey,8278,1526
449,2017-04-04 11:04:11,Lenny,7865,7700
450,2020-10-17 09:10:29,Lay,1944,2631
451,2012-01-03 02:01:15,Drisko,6517,7722
452,2020-09-14 08:09:43,Faria,8698,5824
453,2015-02-08 07:02:54,Hebner,5377,6073
454,2013-03-24 04:03:31,Eiser,7001,8897
455,2020-02-02 11:02:24,Erich,5461,1058
456,2013-02-23 03:02:24,Keily,1747,4245
457,2016-09-15 11:09:35,Killigrew,4796,5654
458,2017-04-10 01:04:03,Thar,8604,9166
459,2012-02-26 06:02:49,Borrell,503,7827
460,2020-09-18 03:09:39,Konyn,7414,8587
461,2016-11-27 11:11:06,Tannie,9592,6617
462,2016-01-14 11:01:34,Karna,6045,9657
463,2015-02-11 05:02:18,Trace,4756,1979
464,2019-07-21 09:07:05,Germann,926,8229
465,2015-09-27 02:09:34,Regan,7491,3907
466,2013-11-25 07:11:14,Toni,8839,3967
467,2019-07-11 09:07:41,Pierette,8947,1195
468,2020-07-09 12:07:33,Leifeste,7138,5555
469,2013-10-18 04:10:09,Gahl,4107,8392
470,2018-09-01 12:09:54,Ruvolo,6042,5133
471,2018-04-20 03:04:56,Anderea,4999,6273
472,2016-03-19 04:03:09,Bivins,8211,4695
473,2019-05-15 01:05:14,Magnolia,168,8700
474,2014-04-02 04:04:05,Codding,7473,4275
475,2017-08-20 12:08:00,Gwenore,904,4559
476,2020-02-16 01:02:59,Mitzi,1052,5966
477,2017-07-05 01:07:45,Weinreb,4408,2247
478,2015-09-29 09:09:19,Hessler,3485,3735
479,2019-10-21 06:10:10,Kermit,1277,8096
480,2015-05-13 08:05:17,Francyne,7060,7170
481,2015-11-26 10:11:50,Dreda,4242,8420
482,2019-02-23 11:02:31,Cadmar,9983,2852
483,2012-02-09 03:02:49,Strephon,3771,3588
484,2012-11-24 05:11:24,Dermott,4619,1938
485,2013-02-09 05:02:04,Wittie,856,1424
486,2018-10-13 01:10:01,Armanda,8733,116
487,2021-03-01 08:03:12,Carbo,6617,6806
488,2016-01-28 03:01:16,Vins,2914,4728
489,2021-03-25 04:03:56,Alarise,307,7252
490,2015-07-17 08:07:07,Ariella,951,285
491,2012-06-15 11:06:28,Vivle,2115,9110
492,2013-10-19 03:10:12,Marijo,8158,4433
493,2015-09-15 02:09:20,Parette,9267,9796
494,2012-03-30 04:03:34,Wallis,4090,3215
495,2013-09-09 09:09:47,Marijo,1092,1944
496,2021-10-23 01:10:05,Francene,4784,2599
497,2015-01-04 05:01:24,Kiyoshi,8319,4274
498,2018-07-25 07:07:07,Ruvolo,8516,5014
499,2020-01-07 12:01:10,Pettiford,9880,6532
500,2019-06-03 05:06:55,Chrystel,4202,5963
501,2014-05-15 12:05:50,Pelagias,3055,4513
502,2016-04-13 03:04:11,Nedrud,3310,5816
503,2016-05-18 04:05:39,Jacinda,9451,8921
504,2017-03-31 02:03:35,Dorcy,9448,674
505,2013-07-14 03:07:41,Woodberry,3439,6422
506,2018-05-01 06:05:02,Olympium,6043,1420
507,2018-03-05 09:03:48,Oneida,2750,7738
508,2017-01-10 06:01:27,Fax,7809,4968
509,2013-06-02 12:06:37,Vanni,7457,10049
510,2016-03-31 04:03:20,Sasnett,4423,2672
511,2017-04-07 01:04:01,Afton,379,2145
512,2016-05-13 11:05:01,Granoff,4830,1551
513,2019-08-28 10:08:30,Vernier,10038,8469
514,2021-02-11 05:02:10,Winthorpe,4219,8528
515,2014-07-26 07:07:32,Dyche,9209,8433
516,2020-06-07 02:06:26,Nikaniki,7925,2316
517,2015-08-01 10:08:01,Huggins,9448,2967
518,2021-07-27 09:07:47,Rustice,6558,3578
519,2012-03-23 09:03:55,Scammon,8069,7068
520,2014-09-16 06:09:58,Margret,7277,8490
521,2021-11-15 11:11:54,Zamora,853,1409
522,2020-05-26 01:05:02,Chabot,2946,8438
523,2014-11-23 11:11:39,Auberbach,6138,1089
524,2022-01-26 02:01:36,Peti,6445,4264
525,2014-07-18 07:07:25,Agle,3272,9834
526,2016-04-20 10:04:28,Carlson,5127,1386
527,2016-09-21 10:09:52,Ferino,2700,8761
528,2013-04-08 04:04:01,Mullane,9373,1886
529,2016-10-18 04:10:33,Viddah,7191,4487
530,2018-08-11 05:08:39,Bearnard,10048,5583
531,2021-02-24 07:02:59,Rustice,3699,6317
532,2018-03-01 04:03:26,Gordon,8620,8970
533,2020-07-28 09:07:46,Francyne,675,2077
534,2018-04-17 06:04:45,Kiersten,6928,7498
535,2020-05-22 10:05:31,Edmund,8012,769
536,2021-12-10 03:12:35,Mintz,6478,6067
537,2012-11-17 03:11:42,Horan,4985,5824
538,2015-03-11 09:03:35,Edison,9419,3026
539,2018-07-22 01:07:07,Borrell,8660,615
540,2014-09-08 10:09:12,Faust,5654,1118
541,2017-06-13 06:06:40,Liebermann,1137,2933
542,2015-07-19 12:07:47,Haldas,6336,3126
543,2016-11-01 11:11:37,Pattin,1797,9926
544,2013-12-10 12:12:00,Leopold,4409,4976
545,2019-12-18 09:12:27,Lattie,5702,5708
546,2020-11-08 04:11:18,Kussell,8364,4111
547,2012-09-15 07:09:59,Goldina,5446,5395
548,2012-10-13 12:10:59,Docilla,1949,492
549,2015-01-16 11:01:14,Ruvolo,7260,8178
550,2021-07-28 05:07:52,Lorain,5119,7306
551,2019-06-11 12:06:37,Pauly,6932,2219
552,2019-02-09 11:02:31,Adamsen,8720,3473
553,2015-08-12 02:08:02,Bandeen,1869,6870
554,2019-06-11 06:06:46,Tufts,9383,3799
555,2021-01-09 12:01:52,Christal,4282,1690
556,2013-07-04 01:07:23,Manolo,9205,8937
557,2019-03-09 11:03:40,Han,5431,438
558,2015-08-19 01:08:55,Rosette,7467,4276
559,2019-10-01 12:10:09,Hebner,5652,6439
560,2020-06-02 04:06:18,Cimbura,2427,7978
561,2016-10-19 07:10:23,Belanger,9437,1978
562,2016-03-30 09:03:31,Stefa,8332,3845
563,2014-02-02 07:02:21,Chauncey,9249,9613
564,2013-02-07 04:02:11,Gower,7412,6100
565,2020-04-09 11:04:37,Manolo,8898,4128
566,2014-03-29 05:03:29,Melan,1324,4685
567,2017-05-04 07:05:04,Etom,9856,3182
568,2019-03-21 07:03:43,Marcellus,5303,7505
569,2021-08-02 09:08:57,Ammann,1581,4696
570,2018-04-06 02:04:43,Gombach,6148,994
571,2016-03-30 08:03:12,Bebe,4266,8646
572,2017-01-14 12:01:32,Chesna,7624,2390
573,2016-10-09 06:10:33,Alva,6148,387
574,2012-02-07 09:02:19,Garek,4776,6553
575,2012-12-19 01:12:31,Keily,1598,3600
576,2019-02-03 02:02:08,Claudine,5921,5357
577,2019-04-07 05:04:20,Jess,1867,4491
578,2015-01-03 02:01:55,Abbot,8556,4693
579,2020-03-21 07:03:00,Elbertina,245,7234
580,2020-10-16 05:10:58,Munn,7998,4996
581,2016-10-21 03:10:31,Saree,2297,8995
582,2022-01-11 06:01:51,Sperling,1122,9663
583,2015-11-02 08:11:54,Slifka,6333,1480
584,2013-11-22 03:11:14,Jacinda,7795,1330
585,2012-03-05 02:03:35,Cordi,9218,1532
586,2017-12-29 04:12:48,Rona,6688,1822
587,2022-01-17 05:01:11,Tengdin,8404,9182
588,2015-05-29 09:05:10,Charity,4587,3558
589,2013-03-07 05:03:20,Maurine,1314,3051
590,2012-10-09 08:10:44,Weinreb,2982,5733
591,2013-02-22 10:02:30,Westphal,7063,5110
592,2013-04-24 10:04:10,Sadowski,3520,5823
593,2019-04-07 06:04:04,Salchunas,2907,7974
594,2018-05-23 04:05:01,Zitvaa,9790,7686
595,2018-11-19 06:11:57,Holtz,6881,8072
596,2017-10-25 05:10:47,Francene,6666,7524
597,2015-08-19 01:08:11,Travax,3020,9215
598,2017-09-21 03:09:00,Adamsen,9621,1242
599,2012-06-22 07:06:17,Gabrielli,3394,9904
600,2021-02-12 09:02:12,Parette,6396,5891
601,2016-09-06 09:09:25,Kirstin,4821,363
602,2021-12-05 01:12:08,Phyllis,5721,6084
603,2015-09-12 01:09:05,Baudin,9398,6399
604,2013-06-25 12:06:11,Lorenz,1889,4503
605,2016-03-27 12:03:16,Anderea,9325,686
606,2019-03-11 08:03:46,Lilybelle,5842,2648
607,2021-12-02 12:12:13,Annice,5634,1435
608,2012-10-19 06:10:04,Thar,4634,845
609,2019-03-24 07:03:03,Felecia,7776,2744
610,2021-08-13 03:08:55,Neva,9739,4255
611,2015-03-23 09:03:12,Couture,1588,2896
612,2018-06-29 12:06:34,Berne,3969,3451
613,2015-11-30 05:11:04,Xerxes,1926,9952
614,2014-11-04 07:11:23,Kaete,1295,1845
615,2012-12-09 09:12:13,Denis,6588,7977
616,2017-08-28 10:08:52,Ailyn,6995,2631
617,2015-05-06 05:05:57,Goth,5663,4498
618,2018-11-04 11:11:17,Boycey,1156,946
619,2021-09-25 12:09:52,Lory,2032,4604
620,2016-03-13 02:03:31,Morrill,4552,3975
621,2012-01-11 05:01:02,Lilybelle,4218,9054
622,2013-12-30 03:12:00,Kravits,1432,3510
623,2018-08-07 10:08:51,Sacken,6875,9440
624,2020-07-29 01:07:34,Maples,5647,5104
625,2012-04-13 03:04:08,Marisa,3331,792
626,2012-12-13 12:12:35,Greyson,3391,2608
627,2016-04-28 07:04:51,Flita,5546,8548
628,2017-07-04 08:07:22,Halsey,7463,9742
629,2021-06-05 10:06:44,Fairweather,5525,2395
630,2012-02-01 04:02:44,Annabella,313,8640
631,2012-06-11 04:06:27,Annabella,1794,109
632,2021-02-24 03:02:18,Solitta,5691,6801
633,2017-01-16 01:01:04,Estella,4174,6501
634,2015-01-06 03:01:20,Kiyoshi,6255,5138
635,2012-03-15 03:03:45,August,4894,735
636,2015-02-08 09:02:58,Hilbert,8175,282
